书目ID,题名,责任者,ISBN,价格（元）,出版社,出版年,分类号,索书号,复本数
62026,师生情缘,崔冬靖著,978-7-5378-4366-9,CNY26.00,北岳文艺出版社,2015,K825.6=6,,
62025,写给单身的你,乐嘉著,978-7-5354-7963-1,CNY39.80,长江文艺出版社,2015,C913.1,,
62024,铁血风流,赵连文,978-7-5190-0319-7,CNY56.00,中国文联出版社,2015,I247.57,,
62023,战士的成长,王俊林著,978-7-5171-1602-8,CNY48.00,中国言实出版社,2015,I247.57,,
62022,青年文摘彩虹书系,青年文摘图书中心编,978-7-5153-3828-6,CNY168.00 (6册),中国青年出版社,2015,I267,,
62021,论语,(春秋) 孔丘著,978-7-80736-217-3,CNY28.80,三秦出版社,2012,B222.2-49,,
62020,天平底下,彭小平著,978-7-5190-1784-2,CNY54.00,中国文联出版社,2016,I247.57,,
62019,细说女性健康202个细节,陶红亮， 徐山编著,978-7-5478-2420-7,CNY29.80,上海科学技术出版社,2015,R173,,
62018,思考的人是幸福的,文娟著,978-7-5639-4481-1,CNY28.00,北京工业大学出版社,2015,B516.41,,
62017,用爱叫醒世界,求真选编,978-7-5139-0446-9,CNY25.00,民主与建设出版社,2015,B821-49,,
62016,老梁说天下,梁宏达著,978-7-5008-5972-7,CNY38.00,中国工人出版社,2015,D609.9,,
62015,老梁说天下,梁宏达著,978-7-5008-6163-8,CNY38.00,中国工人出版社,2015,D609.9,,
62014,百年风流,映泉著,978-7-5008-6111-9,CNY39.00,中国工人出版社,2015,I247.57,,
62013,母亲邵华,毛新宇著,978-7-5008-5676-4,CNY49.00,中国工人出版社,2013,K827=76,,
62012,解读林彪,周敬青著,978-7-208-13179-8,CNY66.00,上海人民出版社,2015,D652,,
62011,别让心太累,赵丽荣编著,978-7-5116-1065-2,CNY28.00,中国农业科学技术出版社,2013,R395.6,,
62010,林徽因传,吴晨阳著,978-7-5329-5475-9,CNY39.80,山东文艺出版社,2017,K826.16=71,,
62009,生命中最美好的事都是免费的,桑楚主编,978-7-5113-5543-0,CNY68.00,中国华侨出版社,2015,B82-49,,
62008,公民身份认同与学校公民教育,冯建军著,978-7-01-014061-2,CNY56.00,人民出版社,2014,G631.6,,
62007,请把我留在这时光里,周洁茹著,978-7-5511-2288-7,CNY42.80,花山文艺出版社,2015,I267,,
62006,卡耐基给女人的情商课,(美) 戴尔·卡耐基著,978-7-5093-6720-9,CNY32.80,中国法制出版社,2015,B842.6-49,,
62005,河山1938-1940,汉阳造著,978-7-5171-1503-8,CNY50.00,中国言实出版社,2015,I247.51,,
62004,人行道,宋守慧著,978-7-5190-0781-2,CNY48.00,中国文联出版社,2015,B821-49,,
62003,秘书的秘密,刘丽娜著,978-7-5093-5619-7,CNY39.80,中国法制出版社,2015,C931.46,,
62002,胡适散文经典,胡适著,978-7-5568-2231-7,CNY40.00,二十一世纪出版社集团,2016,I266,,
62001,沈从文散文经典,沈从文著,978-7-5568-2230-0,CNY38.00,二十一世纪出版社集团,2016,I266,,
62000,冰心诗文经典,冰心著,978-7-5568-2229-4,CNY40.00,二十一世纪出版社集团,2016,I216.2,,
61999,老舍小说经典,老舍著,978-7-5568-2227-0,CNY38.00,二十一世纪出版社集团,2016,I246,,
61998,徐志摩散文经典,徐志摩著,978-7-5568-2233-1,CNY40.00,二十一世纪出版社集团,2016,I266,,
61997,鲁迅散文经典,鲁迅著,978-7-5568-2234-8,CNY38.00,二十一世纪出版社集团,2016,I210.4,,
61996,朱自清散文经典,朱自清著,978-7-5568-2232-4,CNY38.00,二十一世纪出版社集团,2016,I266,,
61995,沉香风云,王建章著,978-7-5194-2109-0,CNY39.80,光明日报出版社,2016,R282.71,,
61994,我就是一个卖糖的,郭树良著,978-7-5044-8197-9,CNY78.00 (2册),中国商业出版社,2015,F425.82,,
61993,生命之树的根,家中月著,978-7-5044-9392-7,CNY28.00,中国商业出版社,2016,G78,,
61992,做单纯有度从容自在的自己,马银文编著,978-7-5044-8685-1,CNY32.00,中国商业出版社,2015,B821-49,,
61991,丁立梅十年散文自选集,,978-7-5063-8742-2,CNY84.00 (3册),作家出版社,2015,I267,,
61990,天龙八部,阮红薇著,978-7-5348-4576-5,CNY20.00,中州古籍出版社,2015,B949.92,,
61989,城市绿色交通论,何玉宏著,978-7-5112-9392-3,CNY68.00,光明日报出版社,2016,U491,,
61988,大雪无痕,陈永明著,978-7-5190-1857-3,CNY55.00,中国文联出版社,2016,I219,,
61987,青春读书课陪你人生走一程,毕淑敏著,978-7-5153-4449-2,CNY352.00 (11册),中国青年出版社,2016,I267,,
61986,一个女人的史诗,严歌苓著,978-7-5063-9053-8,CNY29.00,作家出版社,2016,I247.57,,
61985,花未央， 人未老,丁立梅著,978-7-5063-8597-8,CNY28.00,作家出版社,2016,I267,,
61984,汉译世界学术名著丛书,,978-7-100-13559-7,CNY6800.00 (146册),商务印书馆,2017,Z1,,
61983,汉译世界学术名著丛书,,978-7-100-15117-7,CNY600.00 (15册),商务印书馆,2017,Z1,,
61982,梦里的信,倪匡著,978-7-5474-2069-0,CNY36.80,山东画报出版社,2017,I267.3,,
61981,心中的信,倪匡著,978-7-5474-1871-0,CNY28.80,山东画报出版社,2016,I267.5,,
61980,张大千家书,包立民编著,978-7-5474-1869-7,CNY29.80,山东画报出版社,2016,K825.72,,
61979,芝麻开门,李宗芳文,978-7-5474-2116-1,CNY48.80,山东画报出版社,2017,K937.4,,
61978,男人四十,两把刀著,978-7-5474-2111-6,CNY39.80,山东画报出版社,2017,I267.3,,
61977,意大利 再发现,张展郡文·摄影,978-7-5474-2115-4,CNY38.80,山东画报出版社,2017,K954.69,,
61976,只要坚持， 梦想总是可以实现的,慕青衿著,978-7-201-10355-6,CNY32.80,天津人民出版社,2016,I267,,
61975,酒后的信,倪匡著,978-7-5474-1872-7,CNY28.80,山东画报出版社,2016,I267.5,,
61974,寻找失落的民族,郭飞平， 欧燕主编,978-7-5474-1833-8,CNY49.80,山东画报出版社,2016,K289,,
61973,难说青春不神奇,姚远方著,978-7-5500-1015-4,CNY24.60,百花洲文艺出版社,2016,I267,,
61972,一不留神爱情失之交臂,姚远方著,978-7-5500-1000-0,CNY25.80,百花洲文艺出版社,2016,I267,,
61971,鬼子进村,丁晓山著,978-7-5474-2164-2,CNY58.80,山东画报出版社,2017,K265.06,,
61970,大不列颠演义,史鉴著,978-7-5474-1832-1,CNY46.80,山东画报出版社,2016,K561.09,,
61969,长岛论道,海岛经济论坛组委会编,978-7-5474-2074-4,CNY60.80,山东画报出版社,2017,P74-53,,
61968,魂兮归来,胡卓然， 赵云峰著,978-7-5474-2165-9,CNY56.80,山东画报出版社,2017,K265.06,,
61967,信服， 才能把事做好,林大有著,978-7-5034-5043-3,CNY32.00,中国文史出版社,2016,F272-49,,
61966,追寻北洋,萨苏著,978-7-5474-1840-6,CNY32.80,山东画报出版社,2016,K258.209,,
61965,马斯洛论自我超越,(美) 亚伯拉罕·马斯洛著,978-7-5044-9255-5,CNY38.00,中国商业出版社,2016,B84-067,,
61964,尼采论自由与偏见,(德) 弗里德里希·威廉·尼采著,978-7-5044-9252-4,CNY38.00,中国商业出版社,2016,B516.47,,
61963,秦风图文笔记,秦风著,978-7-5474-1886-4,CNY46.80,山东画报出版社,2016,K260.6,,
61962,千手观音,李念祖著,978-7-5474-2112-3,CNY42.80,山东画报出版社,2017,I247.53,,
61961,隐文化,周大江著,978-7-5068-4431-4,CNY38.00,中国书籍出版社,2015,K203,,
61960,与自己的初心·遇见,玥婷著,978-7-5115-4511-4,CNY52.80,人民日报出版社,2017,B821-49,,
61959,费里尼,(意) 弗里尼， 帕索里尼， 阿里斯塔尔科著,978-7-5474-1887-1,CNY36.80,山东画报出版社,2016,J905.546,,
61958,巴黎-维也纳,陈彧馨著,978-7-5474-1845-1,CNY36.80,山东画报出版社,2016,I267.4,,
61957,莎士比亚箴言,谌三元编著,978-7-5459-1148-0,CNY45.00,鹭江出版社,2016,K835.615.6=332,,
61956,罗素论人的理性,(英) 伯特兰·亚瑟·威廉·罗素著,978-7-5044-9257-9,CNY38.00,中国商业出版社,2016,B561.54,,
61955,日本电影,蔡澜著,978-7-5474-1894-9,CNY29.80,山东画报出版社,2016,J905.313,,
61954,一日西风吹雨点,王玉琴著,978-7-5068-4313-3,CNY24.00,中国书籍出版社,2015,K825.6=73,,
61953,少走神， 多走心,延参著,978-7-5108-4264-1,CNY35.00,九州出版社,2016,I267,,
61952,平生平常心,延参著,978-7-5108-4303-7,CNY35.00,九州出版社,2016,I267,,
61951,王阳明心学,阳铭著,978-7-5090-1170-6,CNY36.80,当代世界出版社,2017,B248.25,,
61950,如何讲话有逻辑， 怎样说服有力量,郎世荣著,978-7-5699-0218-1,CNY39.80,北京时代华文书局,2015,H019-49,,
61949,在奋斗中蜕变,浩晨·天宇编著,978-7-5171-2181-7,CNY39.80,中国言实出版社,2017,B848.4,,
61948,鲁迅小说经典,鲁迅原著,978-7-80250-847-7,CNY39.80,中国言实出版社,2012,I210.6,,
61947,好妈妈胜过好老师,尹建莉著,978-7-5063-7663-1,CNY38.00,作家出版社,2014,G78,,
61946,就算分离也要和你相遇,云敖著,978-7-5172-0110-6,CNY25.00,大众文艺出版社,2013,I247.57,,
61945,泰戈尔诗选,(印) 泰戈尔著,978-7-5112-4740-7,CNY20.50,光明日报出版社,2013,I351.25,,
61944,厚黑学全集,李宗吾著,978-7-5057-3123-3,CNY29.80,中国友谊出版公司,2013,C912.11,,
61943,生活虐我千百遍， 我待生活如初恋,李世化编著,978-7-5164-1207-7,CNY38.00,企业管理出版社,2016,B821-49,,
61942,学懂软能力 成为职场不倒翁,朱子著,978-7-201-11321-0,CNY38.00,天津人民出版社,2017,B848.4-49,,
61941,坐在路边鼓掌的人,陈晓辉， 一路开花主编,978-7-5020-4948-5,CNY28.00,煤炭工业出版社,2015,I267,,
61940,每一种成长都曾与寒冷为邻,陈晓辉， 一路开花主编,978-7-5020-4955-3,CNY28.00,煤炭工业出版社,2015,I267,,
61939,当你发现世界并不如想象,陈晓辉， 一路开花主编,978-7-5020-4953-9,CNY28.00,煤炭工业出版社,2015,I267,,
61938,那时 青春不懂爱,陈晓辉， 一路开花主编,978-7-5020-5441-0,CNY28.00,煤炭工业出版社,2016,I267,,
61937,你与成功的距离,陈晓辉， 一路开花主编,978-7-5020-5444-1,CNY28.00,煤炭工业出版社,2016,I267,,
61936,让我的青春不寂寞,陈晓辉， 一路开花主编,978-7-5020-5440-3,CNY28.00,煤炭工业出版社,2016,I267,,
61935,生活越简单越好,李世化编著,978-7-5164-0945-9,CNY35.00,企业管理出版社,2014,B821-49,,
61934,给别人翅膀， 你也能飞翔,陈晓辉， 一路开花主编,978-7-5020-5449-6,CNY28.00,煤炭工业出版社,2016,I267,,
61933,时光深处的柔软,张亚凌著,978-7-5020-5238-6,CNY28.00,煤炭工业出版社,2016,I267,,
61932,翅膀的痕迹,(印) R. 泰戈尔著,978-7-5502-4475-7,CNY25.00,北京联合出版公司,2015,I351.25,,
61931,会聊天你就赢了,豫君编著,978-7-5044-9564-8,CNY38.00,中国商业出版社,2017,H019-49,,
61930,人生即修行 且行且珍惜,李世化编著,978-7-5164-0944-2,CNY38.00,企业管理出版社,2014,B821-49,,
61929,温玉生香,未澜著,978-7-201-11652-5,CNY32.00,天津人民出版社,2017,I247.57,,
61928,机不可失,浩晨·天宇编著,978-7-5171-2211-1,CNY39.80,中国言实出版社,2017,B848.4-49,,
61927,哈尼娅,(波) H. 显克维奇著,978-7-5502-4479-5,CNY30.00,北京联合出版公司,2015,I513.44,,
61926,暖情总监， 我的菜,梦十一著,978-7-201-08210-3,CNY26.80,天津人民出版社,2013,I247.57,,
61925,点亮自己 你就是一束光,陈晓辉， 一路开花主编,978-7-5020-5442-7,CNY28.00,煤炭工业出版社,2016,I267,,
61924,李敖大全集,李敖,978-7-5057-2596-6,CNY28.00,中国友谊出版公司,2010,C52,,
61923,民法总则研究,王利明著,978-7-300-16053-5,CNY148.00,中国人民大学出版社,2012,D923.14,,
61922,行政机关信息公开败诉案例判解研究,李洋， 刘行著,978-7-5093-7667-6,CNY59.00,中国法制出版社,2016,D922.109,,
61921,建设工程疑难问题与法律实务,谭敬慧著,978-7-5118-8778-8,CNY68.00,法律出版社,2016,D922.297.4,,
61920,如果我们生来不会流泪,(英) 雪莱等著,978-7-5183-0628-2,CNY24.80,石油工业出版社,2015,H319.4:I12,,
61919,世界精英的带人术,(日) 赤羽雄二著,978-7-307-17755-0,CNY46.00,武汉大学出版社,2016,F272.9,,
61918,岁月留痕,凸凹著,978-7-5477-2503-0,CNY35.00,北京日报出版社,2017,I217.62,,
61917,小生物语,乙一,978-7-02-010533-5,CNY32.00,人民文学出版社,2014,I313.65,,
61916,误我浮生， 匆匆那年,熊姗著,978-7-5183-0537-7,CNY32.00,石油工业出版社,2015,I267,,
61915,喧哗与骚动,(美) 福克纳著,978-7-5502-9515-5,CNY48.00,北京联合出版公司,2017,I712.45,,
61914,张荫麟,张荫麟著,978-7-5090-1156-0,CNY42.00,当代世界出版社,2017,K0-53,,
61913,鲁迅,鲁迅著,978-7-5090-1155-3,CNY42.00,当代世界出版社,2017,Z126.27,,
61912,原罪,史铁生著,978-7-5142-1555-7,CNY39.00,文化发展出版社,2017,I247.7,,
61911,王国维,王国维著,978-7-5090-1159-1,CNY42.00,当代世界出版社,2017,Z126-53,,
61910,婚姻料理,娟子著,978-7-5057-3254-4,CNY29.80,中国友谊出版公司,2014,I247.57,,
61909,如果我忘记你的脸,李楚冰主编,978-7-5113-3707-8,CNY28.00,中国华侨出版社,2013,I247.7,,
61908,钱基博,钱基博著,978-7-5090-1158-4,CNY42.00,当代世界出版社,2017,Z126-53,,
61907,余嘉锡,余嘉锡著,978-7-5090-1161-4,CNY42.00,当代世界出版社,2017,Z126-53,,
61906,更年期,(法) 克里斯蒂娜·克隆日著,978-7-5143-1713-8,CNY27.00,现代出版社,2013,R711.75,,
61905,看见自己绚丽的影子,李良旭著,978-7-5068-3970-9,CNY40.00,中国书籍出版社,2015,I267,,
61904,卡耐基的药味人生箴言,林郁主编,978-7-5568-0825-0,CNY22.00,二十一世纪出版社集团,2015,B821-49,,
61903,金宝儿的春天,沙润娜著,978-7-5447-4905-3,CNY29.80,译林出版社,2014,I247.57,,
61902,足够丰盛， 才能与这世界平等对望,刘安婷著,978-7-5699-0650-9,CNY36.80,北京时代华文书局,2015,I267.1,,
61901,宋朝的故事,张晓林著,978-7-5143-4803-3,CNY28.00,现代出版社,2016,K244.09,,
61900,杨树达,杨树达著,978-7-5090-1160-7,CNY42.00,当代世界出版社,2017,H15,,
61899,你是我微小而盛大的怀念,陈若著,978-7-5183-1083-8,CNY32.00,石油工业出版社,2016,I267,,
61898,一个人， 到世界的尽头,(韩) 郑镇弘著,978-7-5551-0303-5,CNY39.80,广西科学技术出版社,2014,B821-49,,
61897,怀旧食堂,伊北著,978-7-5183-1129-3,CNY32.80,石油工业出版社,2016,I247.7,,
61896,我的癌症母亲,小麦著,978-7-5047-5427-1,CNY32.00,中国财富出版社,2015,I247.57,,
61895,幸福一定会不请自来,(韩) 崔甲秀著,978-7-5447-5040-0,CNY45.00,译林出版社,2014,I312.665,,
61894,天意眷顾倔强的你,丁天著,978-7-5551-0200-7,CNY36.00,广西科学技术出版社,2014,K820.76,,
61893,特派记者,(法) 儒勒·凡尔纳著,978-7-5057-3120-2,CNY28.00,中国友谊出版公司,2013,I565.44,,
61892,在都市里晃荡,陈武著,978-7-5068-4780-3,CNY35.00,中国书籍出版社,2015,I247.7,,
61891,时光机 我很忙,莫峻作品,978-7-5511-1703-6,CNY26.80 (含附件),花山文艺出版社,2014,I267.1,,
61890,小船说翻就翻,林宛央著,978-7-5496-1763-0,CNY36.80,文汇出版社,2016,I267.1,,
61889,欧阳海之歌,金敬迈著,978-7-02-009427-1,CNY29.00,人民文学出版社,1966,I247.52,,
61888,爱的奇异色,南在南方著,978-7-5447-1342-9,CNY28.00,译林出版社,2014,I247.57,,
61887,喜剧演员,(波) W. 莱蒙特著,978-7-5502-4495-5,CNY30.00,北京联合出版公司,2015,I513.45,,
61886,活现形,李涵秋著,978-7-5034-7144-5,CNY35.00,中国文史出版社,2016,I246.47,,
61885,青椒之殇,胡雪漫著,978-7-5034-8110-9,CNY48.00,中国文史出版社,2017,I247.57,,
61884,新编新闻通讯写作全书,张浩编著,978-7-5034-8677-7,CNY49.80,中国文史出版社,2017,G212.2,,
61883,艳遇三部曲,李晓东著,978-7-5034-5229-1,CNY59.60,中国文史出版社,2015,I247.57,,
61882,相片,老舍著,978-7-5034-8745-3,CNY38.00,中国文史出版社,2017,I266,,
61881,新编行政办公室文秘写作与规范处理全书,张浩编著,978-7-5034-8676-0,CNY49.80,中国文史出版社,2017,C931.46,,
61880,陪考,李长春著,978-7-5034-8541-1,CNY36.00,中国文史出版社,2017,I267,,
61879,翡翠扳指,岩波著,978-7-5034-7825-3,CNY39.80,中国文史出版社,2017,I247.7,,
61878,命中注定,刘跃利著,978-7-5034-8454-4,CNY38.00,中国文史出版社,2017,I247.57,,
61877,老协和,,978-7-5034-8294-6,CNY32.80,中国文史出版社,2017,I266.1,,
61876,盛宴,徐贵祥著,978-7-5034-8527-5,CNY48.00,中国文史出版社,2017,I247.7,,
61875,满地风光,刘云若著,978-7-5034-8452-0,CNY45.00,中国文史出版社,2017,I246.47,,
61874,中国散文史,陈柱著,978-7-5034-7089-9,CNY39.80,中国文史出版社,2016,I207.62,,
61873,秘谷侠隐,白羽著,978-7-5034-8379-0,CNY39.80,中国文史出版社,2017,I246.58,,
61872,大泽龙蛇传,白羽著,978-7-5034-8364-6,CNY85.00 (2册),中国文史出版社,2017,I246.58,,
61871,工会基础知识,中国工运研究所编写,978-7-5008-6408-0,CNY35.00,中国工人出版社,2017,D412.6,,
61870,中国近代史,蒋廷黻著,978-7-5034-7208-4,CNY28.00,中国文史出版社,2016,K25,,
61869,朝天阙,王丹著,978-7-5034-7113-1,CNY48.00,中国文史出版社,2016,I247.53,,
61868,现代奇人传·江湖怪异传,平江不肖生著,978-7-5034-8358-5,CNY38.00,中国文史出版社,2017,I246.58,,
61867,碧海情天,刘云若著,978-7-5034-8437-7,CNY38.00,中国文史出版社,2017,I246.47,,
61866,中国简史,王星智， 张兰菊编著,978-7-5034-4515-6,CNY58.00,中国文史出版社,2014,K209,,
61865,江湖异闻录,平江不肖生著,978-7-5034-8352-3,CNY55.00,中国文史出版社,2017,I246.58,,
61864,民国第一财团,张振华编著,978-7-5034-3848-6,CNY39.80,中国文史出版社,2013,K820.9,,
61863,人间烟火,王勇男著,978-7-5034-8238-0,CNY55.00,中国文史出版社,2017,I267,,
61862,论语清源,史赜源著,978-7-5034-5384-7,CNY58.00,中国文史出版社,2014,B222.25,,
61861,烟水长梦,,978-7-5034-5140-9,CNY36.00,中国文史出版社,2014,I247.57,,
61860,我的青春与你擦肩而过,梦情著,978-7-5171-1722-3,CNY26.80,天津人民出版社,2016,I247.57,,
61859,此岸彼岸·沈醉和他的妻儿们,沈美娟著,978-7-5034-4179-0,CNY28.00,中国文史出版社,2014,I253,,
61858,民族英雄关天培,淮安市政协文史委编,978-7-5034-3614-7,CNY58.00,中国文史出版社,2013,K825.2=52,,
61857,此岸彼岸·沈醉和他有妻儿们,沈美娟著,978-7-5034-4178-3,CNY28.00,中国文史出版社,2014,I253,,
61856,乱世丽人行,李晖著,978-7-5139-1387-4,CNY45.00,民主与建设出版社,2017,I247.57,,
61855,初恋如风,王红艳著,978-7-201-10126-2,CNY26.80,天津人民出版社,2016,I247.57,,
61854,北京北,贝加著,978-7-5059-8803-3,CNY45.00,中国文联出版社,2014,I247.7,,
61853,资深HR手把手教你做人力资源管理,郑芳著,978-7-5576-2174-2,CNY55.00,天津科学技术出版社,2017,F243,,
61852,民国第一家党,张振华编著,978-7-5034-3849-3,CNY39.80,中国文史出版社,2013,K820.9,,
61851,蓝鸟与玫瑰,包讷睿著,978-7-5034-7725-6,CNY49.80,中国文史出版社,2017,I247.57,,
61850,天殇,殷庆功， 吴绪林著,978-7-5034-3663-5,CNY29.80,中国文史出版社,2013,I247.57,,
61849,弱水三千,,978-7-5034-3941-4,CNY29.80,中国文史出版社,2013,I247.57,,
61848,嫁在天国的女人,志轩著,978-7-5034-5575-9,CNY32.00,中国文史出版社,2014,I247.57,,
61847,蒋介石1949,沈醉等著,978-7-5034-3918-6,CNY39.80,中国文史出版社,2013,K827=73,,
61846,贵人,刘海生著,978-7-5034-4523-1,CNY36.00,中国文史出版社,2014,I247.57,,
61845,华为管理法,黄志伟编著,978-7-5546-0854-8,CNY45.00,古吴轩出版社,2017,F632.765.3,,
61844,半夜飞头记,平江不肖生著,978-7-5034-8359-2,CNY39.80,中国文史出版社,2017,I246.58,,
61843,魅镜,李涵秋著,978-7-5034-7135-3,CNY45.00,中国文史出版社,2016,I246.47,,
61842,智慧的秘密,史海龙著,978-7-5034-4883-6,CNY28.00,中国文史出版社,2014,G02-49,,
61841,姽婳英雄,刘云若著,978-7-5034-8438-4,CNY55.00,中国文史出版社,2017,I246.47,,
